1,16.33984375,-4.53515625
2,16.83984375,-9.3046875
3,17.2392578125,-11.6103515625
4,17.8798828125,-13.4296875
5,18.4091796875,-14.4423828125
6,18.76953125,-14.8701171875
7,19.01953125,-14.880859375
8,19.099609375,-14.814453125
9,19.26953125,-14.4384765625
10,19.6396484375,-13.8916015625
11,20.0595703125,-13.4296875
12,20.5791015625,-13.8349609375
13,20.83984375,-13.7080078125
14,21.0693359375,-13.7314453125
15,21.1591796875,-12.0791015625
16,21.509765625,-10.19921875
17,22.009765625,-10.3193359375
18,22.5595703125,-9.69921875
19,22.919921875,-8.4365234375
20,23.58984375,-9.666015625
21,23.9599609375,-10.060546875
22,24.119140625,-10.31640625
23,24.009765625,-9.7333984375
24,24.359375,-8.57421875
25,24.849609375,-7.62109375
26,25.439453125,-6.5078125
27,26.0498046875,-7.20703125
28,26.189453125,-7.18359375
29,26.419921875,-7.5771484375
30,26.2099609375,-6.48828125
31,25.9599609375,-3.4384765625
32,26.2197265625,-5.4521484375
33,26.029296875,-3.421875
34,26.369140625,-4.4140625
35,26.6298828125,-3.1630859375
36,26.869140625,-2.48828125
37,27.1494140625,-2.02734375
38,27.2294921875,-2.0830078125
39,27.2392578125,-1.9921875
40,27.359375,-2.3212890625
41,26.919921875,-0.2109375
42,26.4892578125,0.6552734375
43,26.099609375,0.4970703125
44,25.51953125,1.80859375
45,25.5595703125,2.4697265625
46,25.609375,3.109375
47,25.5498046875,2.390625
48,25.259765625,1.91015625
49,24.83984375,2.2802734375
50,24.279296875,4.080078125
51,24.2099609375,4.185546875
52,23.58984375,5.06640625
53,23.279296875,4.7841796875
54,23.4091796875,4.4931640625
55,23.189453125,4.09765625
56,23.2099609375,3.55859375
57,23.1591796875,4.7509765625
58,22.8291015625,4.203125
59,22.7890625,5.1748046875
60,22.6494140625,6.640625
61,22.529296875,5.7236328125
62,22.4091796875,6.6748046875
63,22.1796875,8.5810546875
64,21.9091796875,8.4560546875
65,21.75,7.1474609375
66,21.4794921875,6.9765625
67,21.26953125,6.576171875
68,20.9697265625,7.1630859375
69,20.4892578125,8.4970703125
70,20.099609375,9.5712890625
71,19.6396484375,9.375
72,19.01953125,9.2255859375
73,18.2099609375,8.20703125
74,17.26953125,7.5830078125
75,16.029296875,8.6357421875
76,14.4697265625,9.8759765625
